FIN_REFERENCE,SAMMAAN,V_SCORE,CREATED_DATE,LOGIN_DATE,LOAN_REQ_AMT,ROI,LOAN_SANC_DT,SANC_AMT,TENURE,GRUH
HLSA00036142,0,4.20000,2023-03-09,2023-03-09T22:45:21Z,2200000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00009EF4,0,7.00000,2023-01-04,2023-01-05T10:17:08Z,2700000,10,2023-01-09T00:00:00Z,800000,204,0
HLSA0000BA58,0,10.00000,2023-01-12,2023-01-18T11:30:51Z,1550000,10,2023-01-20T00:00:00Z,1292475,240,0
HLSA0003CD35,1,19.00000,2023-04-03,2023-04-03T10:20:45Z,1359507,10,2023-04-05T00:00:00Z,1077955,128,0
HLSA00033335,0,-1.00000,2023-03-04,2023-03-05T00:08:32Z,1800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0001DAA6,1,15.00000,2023-02-01,2023-02-02T12:51:38Z,2000000,10.5,2023-02-02T00:00:00Z,1987190,209,0
HLSA0000A71FTU,1,-1.00000,2023-01-10,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,168,0
HLSA0002A2D7TU,1,-1.00000,2023-03-04,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,96,0
HLSA00007F1E,0,-1.00000,2022-12-10,2022-12-13T19:06:10Z,1700000,12.75,2022-12-19T00:00:00Z,0,0,1
HLSA00037EE1,0,4.10000,2023-03-14,2023-03-15T23:39:49Z,3500000,9.75,2023-03-20T00:00:00Z,3200000,240,0
HLSA00004DCC,0,-1.00000,2022-10-20,2022-10-20T18:01:06Z,3000000,10.5,2022-10-28T00:00:00Z,2575000,240,0
M0172525TU,1,-1.00000,2022-08-01,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,156,0
HLSA00038A25,0,4.40000,2023-03-18,2023-04-06T19:34:06Z,2000000,11,2050-01-01T00:00:00Z,0,0,0
M0277465,1,14.00000,2022-12-16,2022-12-16T15:06:42Z,1526000,10,2022-12-17T00:00:00Z,275000,83,0
M0228989,0,-1.00000,2022-10-06,2022-10-07T03:04:29Z,1500000,12,2022-10-11T00:00:00Z,1280000,240,0
HLSA00042F60,0,4.20000,2023-04-27,2023-05-05T12:24:51Z,1300000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000B2BF,0,4.10000,2023-01-10,2023-01-11T03:47:19Z,2000000,11,2023-01-14T00:00:00Z,1250000,276,1
HLSA0000AB1D,0,2.00000,2023-01-05,2023-01-05T14:51:52Z,3000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000052E5TU,1,-1.00000,2022-10-31,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,72,0
HLSA00005462TU,1,-1.00000,2022-11-16,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
HLSA0000B727TU,1,-1.00000,2023-01-19,2050-01-01T00:00:00Z,0,10.47,2050-01-01T00:00:00Z,0,144,0
HLSA00035E3D,0,-1.00000,2023-03-09,2023-03-11T03:10:21Z,1900000,11,2023-03-25T00:00:00Z,1950000,300,0
M0242140,0,4.40000,2022-11-03,2022-11-03T18:41:15Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
M0202050,1,8.00000,2022-08-29,2022-08-29T14:19:40Z,1750000,9,2022-08-30T00:00:00Z,1743090,187,0
M0188364,0,-1.00000,2022-08-08,2022-08-12T01:28:14Z,1000000,13,2022-08-16T00:00:00Z,950000,120,0
HLSA0001E61C,0,10.00000,2023-01-31,2023-02-06T15:41:54Z,1500000,11,2023-02-09T00:00:00Z,1020000,240,0
M0221627,1,13.00000,2022-09-22,2022-09-23T01:00:46Z,1300000,9,2022-09-24T00:00:00Z,1299384,142,0
HLSA00031E85,0,4.30000,2023-02-27,2023-03-01T14:25:50Z,1200000,13.75,2050-01-01T00:00:00Z,0,0,0
HLSA00013C91,0,2.00000,2023-01-24,2023-02-08T01:12:39Z,1800000,11,2050-01-01T00:00:00Z,0,0,0
M0222647,1,8.00000,2022-09-24,2022-09-24T12:29:43Z,1700000,9,2022-09-25T00:00:00Z,1619569,232,0
HLSA0003B687,0,-1.00000,2023-03-24,2023-03-28T12:50:43Z,1000000,11,2023-03-29T00:00:00Z,500000,240,0
HLSA000083EA,0,2.00000,2022-12-13,2022-12-13T16:51:54Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003D107TU,1,-1.00000,2023-04-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,204,0
HLSA00009BA9TU,1,-1.00000,2022-12-31,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,96,0
HLSA0000C2C9,0,4.10000,2023-01-18,2023-01-23T17:10:52Z,4500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000491AC,1,17.00000,2023-05-18,2023-05-18T17:58:49Z,850000,10,2023-05-19T00:00:00Z,832085,183,0
HLSA0000A88B,0,-1.00000,2023-01-14,2023-01-14T17:38:02Z,1700000,9.75,2050-01-01T00:00:00Z,0,0,0
M0189788TU,1,-1.00000,2022-08-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,144,0
HLSA0000C7E8,1,10.00000,2023-01-18,2023-01-18T15:22:41Z,1231358,9.75,2023-01-19T00:00:00Z,1252507,45,0
HLSA000425EC,0,5.00000,2023-04-19,2023-04-20T13:17:53Z,1500000,11.25,2023-04-21T00:00:00Z,780000,293,0
HLSA0003996DTU,0,-1.00000,2023-03-27,2050-01-01T00:00:00Z,0,11,2050-01-01T00:00:00Z,0,300,0
M0220990,0,9.00000,2022-09-23,2022-10-03T12:23:38Z,2200000,11,2022-10-04T00:00:00Z,1650000,276,1
HLSA0002F7A7,0,12.00000,2023-02-21,2023-02-24T12:53:41Z,1200000,12,2023-02-26T00:00:00Z,700000,240,0
HLSA00036BE1,0,2.00000,2023-03-10,2023-03-11T12:34:15Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00036181,1,18.00000,2023-03-09,2023-03-09T13:32:11Z,1020000,10,2023-03-09T00:00:00Z,889073,144,0
M0232664,0,1.00000,2022-10-10,2022-10-12T21:42:07Z,1000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000027AF,0,20.00000,2022-09-12,2022-09-19T23:20:59Z,1000000,10.5,2022-09-24T00:00:00Z,862000,120,0
HLSA000445E3,1,11.00000,2023-04-27,2023-04-27T15:59:03Z,820000,9.75,2023-04-27T00:00:00Z,820318,84,0
HLSA00025F81,0,4.30000,2023-02-06,2023-02-22T13:55:25Z,5000000,10,2023-02-25T00:00:00Z,4250000,240,0
HLSA0000B3D8,0,5.00000,2023-01-12,2023-01-17T19:25:06Z,2350000,10.5,2023-01-19T00:00:00Z,1880000,300,1
HLSA00004739,0,6.00000,2022-10-15,2022-10-17T17:12:35Z,2200000,10.5,2022-10-22T00:00:00Z,800000,300,0
HLSA0000E0A7,0,4.30000,2023-01-21,2023-01-23T09:15:30Z,1000000,10,2023-01-25T00:00:00Z,1000000,132,0
HLSA0000E065,0,-1.00000,2023-01-21,2023-01-23T10:49:37Z,1500000,11,2023-01-28T00:00:00Z,1360000,240,0
M0192005,0,6.00000,2022-08-12,2022-08-26T01:16:56Z,1200000,12,2022-08-27T00:00:00Z,800000,240,0
M0261254,1,13.00000,2022-11-28,2022-11-28T12:20:52Z,1500000,10,2022-11-28T00:00:00Z,860790,93,0
HLSA00002DD8,0,3.00000,2022-09-14,2022-09-17T18:21:38Z,7000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000277E1,0,4.20000,2023-02-08,2023-02-18T21:55:51Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0235773,0,-1.00000,2022-10-14,2022-10-15T17:42:42Z,700000,10.45,2022-10-17T00:00:00Z,460000,100,0
HLSA00007DCF,0,2.00000,2022-12-08,2022-12-08T18:25:26Z,2000000,10.5,2022-12-09T00:00:00Z,1622000,300,0
M0216862,1,19.00000,2022-09-17,2022-09-17T17:21:39Z,900000,10,2022-09-19T00:00:00Z,756374,172,0
M0233428TU,1,-1.00000,2022-10-14,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,84,0
M0259489,0,9.00000,2022-11-18,2022-11-21T11:04:36Z,2200000,11,2050-01-01T00:00:00Z,0,0,0
M0257797,1,12.00000,2022-11-16,2022-11-16T13:09:38Z,2144000,10,2022-11-18T00:00:00Z,2128972,145,0
HLSA00008D85,0,1.00000,2022-12-19,2022-12-20T20:42:01Z,1100000,12,2050-01-01T00:00:00Z,0,0,0
M0268221,0,1.00000,2022-12-01,2022-12-02T04:08:32Z,850000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00007AD6,0,2.00000,2022-12-13,2022-12-14T10:24:09Z,1600000,10.5,2022-12-17T00:00:00Z,765000,200,0
HLSA00036C4B,0,8.00000,2023-03-11,2023-03-11T20:01:22Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
M0190280,1,11.00000,2022-08-09,2022-08-09T20:20:44Z,1600000,9,2022-08-10T00:00:00Z,1227171,159,0
HLSA0004ACB1,0,14.00000,2023-05-26,2023-05-26T16:11:25Z,800000,12,2023-05-28T00:00:00Z,590000,252,0
M0252293TU,1,-1.00000,2022-11-18,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,168,0
M0235615TU,1,-1.00000,2022-10-31,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA000315B6TU,1,-1.00000,2023-03-06,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,80,0
HLSA000288B6,0,11.00000,2023-03-01,2023-03-02T11:03:05Z,900000,10,2023-03-08T00:00:00Z,150000,57,0
M0231077,0,4.50000,2022-10-10,2022-10-15T16:33:02Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00045474,0,1.00000,2023-05-02,2023-05-04T10:35:38Z,4200000,11,2050-01-01T00:00:00Z,0,0,0
PCHL000000F4,0,-1.00000,2022-08-18,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
M0255282,0,4.30000,2022-11-12,2022-11-23T00:20:13Z,2000000,10,2022-11-25T00:00:00Z,1700000,240,0
HLSA0001FA19,0,4.10000,2023-02-01,2023-02-02T01:51:30Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003BECA,0,4.50000,2023-04-11,2023-04-13T21:36:48Z,100000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00040ADF,0,-1.00000,2023-04-13,2023-04-14T01:27:53Z,1200000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00009B10,0,6.00000,2022-12-24,2022-12-27T11:42:09Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000B328,1,13.00000,2023-01-09,2023-01-10T13:56:10Z,850000,9.75,2023-01-10T00:00:00Z,793439,60,0
HLSA0000F57D,0,2.00000,2023-01-21,2023-01-22T01:35:30Z,2200000,11.25,2050-01-01T00:00:00Z,0,0,0
M0233542,0,-1.00000,2022-10-11,2022-10-12T22:43:18Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003012D,0,3.00000,2023-02-22,2023-02-24T00:43:42Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003E047,0,2.00000,2023-04-03,2023-04-10T12:42:47Z,650000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00003069,0,9.00000,2022-09-17,2022-09-17T10:19:46Z,3000000,11.5,2022-09-20T00:00:00Z,3000000,300,0
HLSA0004072D,0,8.00000,2023-04-12,2023-04-19T17:06:08Z,800000,13,2023-04-20T00:00:00Z,580000,192,0
HLSA0000C4E2,0,2.00000,2023-01-17,2023-01-17T20:41:40Z,1200000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00008A54,0,4.30000,2022-12-16,2022-12-20T16:57:12Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000341BA,0,1.00000,2023-03-08,2023-03-08T18:33:22Z,1700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0001947F,1,14.00000,2023-02-01,2023-02-01T17:49:36Z,1515000,9.75,2023-02-02T00:00:00Z,1454879,74,0
HLSA00007335,1,3.00000,2022-11-29,2022-11-29T18:57:52Z,1800000,10.5,2022-11-30T00:00:00Z,1269237,240,0
M0191178,1,17.00000,2022-08-10,2022-08-10T21:01:04Z,1300000,9,2050-01-01T00:00:00Z,0,0,0
HLSA0002C61C,0,4.30000,2023-02-15,2023-02-16T21:32:25Z,2000000,11,2023-02-27T00:00:00Z,1540000,76,0
M0198619,0,2.00000,2022-08-23,2022-08-24T16:30:15Z,1700000,12.25,2022-09-01T00:00:00Z,0,0,0
M0268884,1,16.00000,2022-12-05,2022-12-05T17:17:20Z,2000000,9.5,2022-12-07T00:00:00Z,1917717,100,0
HLSA0000EE01,0,2.00000,2023-01-26,2023-01-30T19:44:32Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0277679,0,2.00000,2022-12-17,2022-12-17T16:19:51Z,6500000,10.5,2050-01-01T00:00:00Z,0,0,1
HLSA00007589,0,1.00000,2022-12-02,2022-12-05T10:33:52Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00033EC6TU,1,-1.00000,2023-03-11,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,61,0
HLSA00030957,0,5.00000,2023-02-27,2023-03-02T00:20:56Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00013D60,0,4.10000,2023-01-24,2023-01-27T19:22:00Z,600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00045866,0,14.00000,2023-05-03,2023-05-11T11:17:55Z,800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035099,0,4.10000,2023-03-06,2023-03-06T22:18:17Z,2300000,10,2023-03-08T00:00:00Z,1985000,220,0
M0256133,0,2.00000,2022-11-15,2022-11-17T17:19:01Z,2500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00001C7FTU,1,-1.00000,2022-09-10,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,108,0
HLSA00043DD4,1,14.00000,2023-04-25,2023-04-25T18:10:26Z,3050000,9.75,2023-04-26T00:00:00Z,2539332,240,0
HLSA00046562,1,11.00000,2023-05-08,2023-05-09T11:22:51Z,1100000,10,2023-05-09T00:00:00Z,1201608,132,0
HLSA0000117E,0,4.20000,2022-08-12,2022-08-17T18:48:05Z,1350000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000495CCTU,1,-1.00000,2023-05-25,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,84,0
HLSA00040F9F,0,4.40000,2023-04-13,2023-04-13T22:20:35Z,1100000,12,2023-04-15T00:00:00Z,1100000,300,0
HLSA00004A39,0,1.00000,2022-10-18,2022-10-18T23:23:20Z,2200000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00028930,1,16.00000,2023-02-08,2023-02-08T16:24:38Z,1900000,10,2023-02-09T00:00:00Z,2125081,164,0
HLSA00006DB7,0,3.00000,2022-11-23,2022-11-24T16:34:44Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
M0234888,0,11.00000,2022-10-12,2022-10-17T12:29:28Z,650000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00045E76,1,11.00000,2023-05-05,2023-05-05T16:44:35Z,1645569,10.25,2023-05-08T00:00:00Z,1655579,240,0
M0253548,1,13.00000,2022-11-10,2022-11-10T15:38:07Z,1995163,9.5,2022-11-11T00:00:00Z,1569946,201,0
HLSA00007C7C,0,5.00000,2023-02-23,2023-02-24T00:21:31Z,4000000,10.75,2023-02-27T00:00:00Z,1200000,168,0
M0222990,1,7.00000,2022-09-24,2022-09-24T15:05:03Z,1200000,10,2022-09-25T00:00:00Z,943500,159,0
M0182403,0,4.20000,2022-08-02,2022-08-09T06:54:06Z,2000000,10.5,2022-08-14T00:00:00Z,1381000,300,1
HLSA00037A3B,0,3.00000,2023-03-18,2023-03-21T21:39:04Z,1600000,9.75,2050-01-01T00:00:00Z,0,0,0
M0258886,1,11.00000,2022-11-17,2022-11-17T17:27:13Z,1600000,10.5,2022-11-19T00:00:00Z,1329998,96,0
HLSA00044CD2,0,13.00000,2023-04-30,2023-05-03T20:09:36Z,2500000,11,2023-05-08T00:00:00Z,1715000,240,0
HLSA00037C5A,0,5.00000,2023-03-13,2023-03-15T22:27:33Z,1643352,10,2050-01-01T00:00:00Z,0,0,0
HLSA0000E494,0,4.50000,2023-01-20,2023-01-23T13:34:42Z,4000000,10.5,2023-01-27T00:00:00Z,4300000,240,0
HLSA0003EB25,0,-1.00000,2023-04-10,2023-04-10T18:44:00Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0264836TU,1,-1.00000,2022-11-28,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA00009E3F,1,2.00000,2022-12-27,2022-12-27T16:24:12Z,2100000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035FF6,0,2.00000,2023-03-08,2023-03-09T02:15:50Z,4000000,11.25,2050-01-01T00:00:00Z,0,0,0
M0276862TU,1,-1.00000,2022-12-29,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,48,0
HLSA00042244,1,19.00000,2023-04-20,2023-04-20T15:10:19Z,1015217,9.75,2023-04-20T00:00:00Z,1307358,240,0
M0242669,0,6.00000,2022-10-21,2022-10-22T17:42:13Z,1700000,10.5,2022-11-14T00:00:00Z,1500000,300,1
HLSA00042B8C,0,5.00000,2023-04-19,2023-04-19T16:49:34Z,1500000,10.5,2023-05-04T00:00:00Z,1500000,240,0
HLSA0000951D,0,3.00000,2023-01-06,2023-01-19T18:34:14Z,1000000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000B593,0,4.30000,2023-01-10,2023-01-11T16:54:14Z,3000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00009797,0,10.00000,2022-12-23,2022-12-23T11:53:13Z,5000000,10.5,2022-12-26T00:00:00Z,4300000,300,0
HLSA0000BBF7,0,4.10000,2023-01-13,2023-01-17T16:29:24Z,1800000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000072D3,0,4.30000,2022-12-06,2022-12-07T10:40:20Z,4000000,10.5,2022-12-08T00:00:00Z,3500000,180,0
HLSA0003ECF1,0,4.30000,2023-04-05,2023-04-10T12:07:43Z,1300000,11,2023-04-14T00:00:00Z,1050000,240,0
HLSA0003EB7A,0,5.00000,2023-04-05,2023-04-10T14:46:37Z,1100000,11,2023-04-11T00:00:00Z,507978,240,0
HLSA000417BD,0,-1.00000,2023-04-18,2023-04-19T19:19:45Z,2000000,12,2023-04-25T00:00:00Z,2000000,240,0
M0211883,1,12.00000,2022-09-12,2022-09-12T15:31:21Z,1800000,9.5,2022-09-13T00:00:00Z,1426749,159,0
M0284006TU,1,-1.00000,2022-12-29,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,156,0
HLSA0000B867TU,1,-1.00000,2023-01-17,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,60,0
M0188091,0,4.10000,2022-08-09,2022-08-13T22:11:08Z,3500000,11,2050-01-01T00:00:00Z,0,0,0
M0231048,0,2.00000,2022-10-11,2022-10-12T01:41:45Z,2800000,10,2050-01-01T00:00:00Z,0,0,0
M0234090,0,-1.00000,2022-10-13,2022-10-14T13:13:54Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00009798,0,-1.00000,2022-12-23,2022-12-29T10:52:35Z,2700000,13,2050-01-01T00:00:00Z,0,0,0
HLSA00009E32,1,-1.00000,2022-12-27,2022-12-27T13:18:18Z,5300000,10.5,2022-12-28T00:00:00Z,725000,84,0
HLSA00009825,0,9.00000,2022-12-24,2022-12-26T22:02:45Z,8000000,10.5,2022-12-30T00:00:00Z,2400000,240,0
M0253643TU,0,-1.00000,2022-12-10,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
HLSA00003EB4,0,5.00000,2022-10-13,2022-10-15T02:10:46Z,1300000,11.3,2022-10-18T00:00:00Z,1000000,240,0
HLSA00000C4C,0,4.30000,2022-08-04,2022-08-17T13:15:49Z,2000000,11,2022-08-19T00:00:00Z,1888000,300,1
HLSA0004949BTU,1,-1.00000,2023-05-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,12,0
HLSA0004A35F,0,2.00000,2023-05-23,2023-05-29T15:58:49Z,6500000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA000050D3,0,1.00000,2022-11-03,2022-11-03T18:55:27Z,800000,11,2050-01-01T00:00:00Z,0,0,0
M0211364,1,3.00000,2022-09-11,2022-09-12T12:50:52Z,850000,9.5,2022-09-14T00:00:00Z,829585,160,0
HLSA00007833,0,2.00000,2022-12-08,2023-01-11T11:55:53Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0213162,1,19.00000,2022-09-15,2022-09-15T18:00:51Z,616326,9.5,2022-09-16T00:00:00Z,614158,92,0
HLSA0000875A,0,4.10000,2022-12-15,2022-12-17T16:37:05Z,7500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003EEB6,1,11.00000,2023-04-05,2023-04-05T22:09:45Z,800000,9.8,2023-04-10T00:00:00Z,150000,84,0
HLSA000409A3,1,7.00000,2023-04-12,2023-04-12T17:35:49Z,1800000,10,2023-04-13T00:00:00Z,1499266,115,0
HLSA0003074C,0,-1.00000,2023-02-28,2023-02-28T16:49:13Z,1450000,10.5,2023-03-02T00:00:00Z,674000,300,0
HLSA000378F5,1,11.00000,2023-03-13,2023-03-13T16:10:11Z,1600000,9.75,2023-03-14T00:00:00Z,1116548,209,0
HLSA0003A520,1,15.00000,2023-03-20,2023-03-21T10:17:37Z,1171613,10,2023-03-21T00:00:00Z,325000,84,0
HLSA00006333,0,-1.00000,2022-12-15,2022-12-17T13:45:22Z,1200000,12,2022-12-21T00:00:00Z,1100000,216,0
HLSA0000799E,0,-1.00000,2022-12-06,2022-12-08T21:54:53Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000AECATU,1,-1.00000,2023-03-02,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,192,0
M0197993,0,3.00000,2022-08-22,2022-09-15T14:50:35Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003B5B8,0,4.40000,2023-04-06,2023-04-10T21:34:19Z,2000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0258845,0,1.00000,2022-11-17,2022-12-01T15:53:28Z,1600000,11.25,2050-01-01T00:00:00Z,0,0,0
HLSA0000A4FE,1,20.00000,2023-01-02,2023-01-03T11:19:12Z,1103244,10,2023-01-03T00:00:00Z,1154006,60,0
M0218740,0,3.00000,2022-09-20,2022-09-20T23:09:08Z,1600000,13,2050-01-01T00:00:00Z,0,0,0
HLSA0003ECB8,0,-1.00000,2023-04-11,2023-04-11T15:37:15Z,1000000,13,2050-01-01T00:00:00Z,0,0,0
HLSA00040432,0,1.00000,2023-04-11,2023-04-12T14:31:15Z,1500000,10,2050-01-01T00:00:00Z,0,0,0
M0237319TU,1,-1.00000,2022-10-18,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,131,0
HLSA00043F37,0,2.00000,2023-04-25,2023-04-26T15:41:07Z,740000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000193A6TU,1,-1.00000,2023-01-31,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,72,0
HLSA00037CC4,0,1.00000,2023-03-14,2023-03-15T01:16:21Z,2000000,11,2050-01-01T00:00:00Z,0,0,0
M0214785TU,1,-1.00000,2022-09-27,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,84,0
M0281297,0,11.00000,2022-12-23,2022-12-23T15:35:49Z,5100000,10.5,2022-12-29T00:00:00Z,3410000,240,0
HLSA0003F21F,0,8.00000,2023-04-06,2023-04-06T15:18:09Z,2500000,10.5,2023-04-10T00:00:00Z,1725000,300,0
HLSA00042890,0,5.00000,2023-04-19,2023-04-26T00:24:00Z,700000,12,2023-04-28T00:00:00Z,700000,240,0
HLSA00044286,0,3.00000,2023-04-26,2023-04-28T14:01:18Z,1900000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0000B72F,1,12.00000,2023-01-10,2023-01-10T22:38:14Z,780000,9.75,2023-01-12T00:00:00Z,728338,240,0
M0261299TU,1,-1.00000,2022-11-28,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,12,0
HLSA0004413A,0,2.00000,2023-04-26,2023-04-26T16:02:53Z,2000000,9.75,2023-05-05T00:00:00Z,1282000,180,1
HLSA000479C2,0,-1.00000,2023-05-15,2023-05-15T16:27:13Z,1600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00041E0ETU,0,-1.00000,2023-05-08,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,118,0
HLSA0000BF67,0,5.00000,2023-01-14,2023-01-18T01:53:30Z,1200000,11,2023-01-18T00:00:00Z,700000,300,0
HLSA00001304,0,5.00000,2022-08-26,2022-08-26T21:54:52Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000020C6,0,16.00000,2022-09-07,2022-09-08T23:34:33Z,1800000,11,2022-09-12T00:00:00Z,1580000,213,0
M0204769,0,3.00000,2022-09-01,2022-09-01T18:20:53Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0212355,0,11.00000,2022-09-12,2022-09-12T20:49:04Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0212375,0,2.00000,2022-09-12,2022-09-12T22:38:01Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003FDF7,0,4.10000,2023-04-10,2023-04-11T14:14:26Z,4900000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000407D0,1,15.00000,2023-04-12,2023-04-12T12:34:13Z,1080000,9.75,2023-04-12T00:00:00Z,1049504,215,0
HLSA00029E77,0,14.00000,2023-02-11,2023-02-25T13:35:31Z,1700000,13,2023-02-26T00:00:00Z,1450000,289,0
HLSA000175F3,0,-1.00000,2023-01-27,2023-01-30T22:00:21Z,1300000,10.5,2023-02-06T00:00:00Z,1050000,240,0
HLSA00027B45,0,3.00000,2023-02-07,2023-02-22T02:41:09Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002F61D,0,10.00000,2023-02-21,2023-02-22T19:33:09Z,5500000,9.75,2050-01-01T00:00:00Z,0,0,0
M0267733TU,1,-1.00000,2022-12-10,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,156,0
HLSA0003D913,1,4.20000,2023-03-30,2023-03-30T16:18:55Z,2470000,9.75,2023-03-31T00:00:00Z,2448364,144,0
HLSA0003FDAD,0,-1.00000,2023-04-11,2023-04-11T18:09:23Z,1000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003E9ACTU,1,-1.00000,2023-04-14,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,72,0
HLSA0004070D,0,7.00000,2023-04-12,2023-04-14T12:19:16Z,2500000,12,2050-01-01T00:00:00Z,0,0,0
M0200213,0,-1.00000,2022-08-24,2022-11-08T14:22:20Z,1200000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0003B62B,0,5.00000,2023-03-24,2023-03-28T00:59:44Z,2500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000C459,0,-1.00000,2023-01-18,2023-01-20T01:02:28Z,700000,11,2050-01-01T00:00:00Z,0,0,0
